,13
1393,"[(0, 4), (0, 6), (0, 11), (1, 3), (1, 6), (1, 11), (2, 3), (2, 5), (2, 9), (3, 7), (4, 5), (4, 7), (4, 11), (5, 6), (5, 8), (5, 12), (6, 12), (7, 9), (7, 12), (8, 9), (8, 10), (8, 11), (10, 12)]"
1394,"[(0, 1), (0, 9), (0, 10), (0, 12), (1, 4), (1, 6), (1, 7), (2, 3), (2, 6), (3, 4), (4, 7), (4, 8), (5, 7), (5, 8), (5, 12), (6, 11), (6, 12), (7, 12), (8, 10), (9, 11), (9, 12), (10, 11)]"
1395,"[(0, 1), (0, 2), (0, 3), (0, 7), (1, 2), (1, 8), (1, 12), (2, 4), (2, 6), (2, 10), (3, 4), (3, 6), (3, 9), (4, 8), (4, 9), (5, 6), (5, 7), (5, 10), (6, 11), (7, 8), (7, 10), (9, 11), (9, 12), (10, 11)]"
1396,"[(0, 2), (0, 4), (0, 5), (0, 10), (1, 4), (1, 6), (1, 8), (2, 4), (2, 8), (2, 10), (2, 12), (3, 5), (3, 6), (3, 8), (3, 11), (3, 12), (4, 10), (5, 11), (5, 12), (6, 7), (6, 8), (6, 10), (7, 9), (7, 11), (9, 10), (9, 11), (9, 12)]"
1397,"[(0, 5), (0, 9), (1, 3), (1, 9), (1, 10), (1, 12), (2, 5), (2, 8), (2, 11), (3, 6), (3, 8), (3, 12), (4, 6), (4, 7), (4, 9), (5, 6), (5, 10), (6, 9), (7, 10), (10, 11), (11, 12)]"
1398,"[(0, 6), (0, 7), (1, 9), (1, 12), (2, 3), (2, 6), (2, 12), (3, 10), (3, 11), (3, 12), (4, 5), (4, 8), (4, 9), (4, 12), (5, 8), (5, 10), (5, 11), (6, 11), (7, 8), (8, 9), (8, 10), (9, 10)]"
1399,"[(0, 2), (0, 3), (0, 9), (0, 12), (1, 2), (1, 6), (1, 8), (1, 11), (2, 6), (2, 9), (2, 12), (3, 5), (3, 6), (4, 5), (4, 9), (5, 10), (6, 7), (7, 12), (8, 10), (10, 11), (10, 12)]"
1400,"[(0, 3), (0, 4), (0, 5), (0, 11), (1, 8), (1, 9), (1, 10), (2, 5), (2, 6), (2, 9), (2, 12), (3, 12), (4, 6), (4, 7), (4, 8), (5, 6), (5, 10), (6, 8), (7, 8), (7, 10), (7, 11), (8, 11), (10, 12), (11, 12)]"
1401,"[(0, 1), (0, 2), (0, 4), (0, 5), (0, 11), (1, 9), (1, 10), (1, 12), (2, 5), (2, 6), (3, 5), (3, 9), (3, 11), (3, 12), (4, 7), (4, 8), (4, 9), (6, 7), (6, 11), (7, 10), (8, 11), (11, 12)]"
1402,"[(0, 3), (0, 11), (0, 12), (1, 6), (1, 8), (1, 9), (2, 6), (2, 7), (2, 9), (3, 4), (3, 11), (4, 5), (4, 6), (4, 9), (5, 7), (5, 9), (5, 11), (6, 10), (7, 10), (8, 9), (8, 11), (8, 12), (10, 11), (10, 12)]"
1403,"[(0, 2), (0, 3), (0, 4), (0, 7), (1, 3), (1, 8), (2, 7), (2, 10), (2, 11), (3, 4), (3, 6), (3, 9), (4, 5), (4, 10), (5, 8), (5, 11), (6, 7), (6, 8), (6, 10), (7, 12), (8, 11), (9, 12), (10, 12)]"
1404,"[(0, 1), (0, 6), (0, 8), (1, 2), (1, 5), (1, 10), (1, 11), (2, 3), (3, 4), (4, 5), (4, 10), (4, 12), (5, 6), (6, 7), (6, 12), (7, 10), (8, 9), (8, 11), (9, 10), (11, 12)]"
1405,"[(0, 1), (0, 3), (0, 7), (0, 9), (0, 10), (1, 9), (1, 12), (2, 5), (2, 6), (2, 7), (3, 6), (3, 7), (3, 10), (4, 7), (4, 8), (4, 9), (5, 10), (6, 11), (8, 9), (8, 11), (10, 11), (10, 12)]"
1406,"[(0, 5), (0, 10), (0, 11), (1, 2), (1, 3), (1, 9), (1, 10), (2, 6), (2, 12), (3, 5), (3, 7), (3, 10), (4, 5), (4, 8), (4, 9), (6, 7), (6, 10), (7, 8), (7, 9), (8, 10), (8, 11), (9, 12), (10, 11), (11, 12)]"
1407,"[(0, 1), (0, 3), (0, 5), (1, 9), (1, 12), (2, 3), (2, 4), (2, 6), (2, 8), (2, 11), (3, 8), (3, 9), (3, 10), (4, 5), (4, 9), (4, 12), (5, 6), (6, 7), (6, 9), (6, 11), (7, 8), (7, 9), (8, 12), (11, 12)]"
1408,"[(0, 3), (0, 6), (0, 7), (1, 3), (2, 6), (2, 7), (2, 8), (3, 4), (3, 5), (3, 10), (4, 8), (4, 9), (4, 10), (5, 10), (5, 12), (6, 9), (6, 11), (7, 10), (7, 11), (7, 12), (10, 11)]"
1409,"[(0, 2), (0, 5), (0, 8), (0, 10), (1, 6), (1, 10), (2, 6), (3, 4), (3, 6), (3, 7), (4, 8), (4, 9), (4, 11), (5, 7), (5, 11), (6, 9), (6, 12), (7, 12), (8, 11), (9, 10), (9, 11), (9, 12), (10, 11)]"
1410,"[(0, 1), (0, 3), (0, 8), (0, 9), (1, 2), (1, 6), (1, 7), (1, 9), (2, 3), (2, 9), (2, 10), (2, 11), (3, 6), (3, 8), (4, 5), (4, 6), (4, 8), (4, 10), (5, 8), (5, 11), (7, 11), (7, 12), (8, 12), (9, 10), (10, 12)]"
1411,[]
1412,"[(5, 8)]"
1413,"[(1, 3), (1, 9), (4, 12), (5, 6), (6, 9), (10, 11)]"
1414,"[(0, 5), (0, 6), (0, 7), (2, 6)]"
1415,"[(0, 2), (0, 11), (1, 9), (1, 11)]"
1416,"[(0, 4), (0, 8), (0, 12), (2, 5), (4, 10), (5, 10)]"
1417,"[(0, 4), (4, 9), (4, 10), (6, 11)]"
1418,"[(0, 3), (2, 7), (4, 8), (5, 7), (6, 12), (8, 9), (8, 11), (8, 12)]"
1419,"[(0, 8), (0, 10), (0, 12), (2, 12), (3, 6), (3, 7), (3, 10), (3, 11), (5, 8), (6, 8), (6, 10)]"
1420,"[(2, 5), (2, 11)]"
1421,"[(3, 5), (3, 6), (3, 11), (4, 10), (5, 12), (6, 9), (7, 10), (8, 9)]"
1422,"[(0, 7), (1, 10), (3, 9), (4, 9), (5, 12), (8, 11), (8, 12)]"
1423,"[(2, 3), (2, 6), (2, 8), (3, 9), (4, 10), (6, 12), (8, 11)]"
1424,"[(4, 12), (6, 12), (7, 9), (7, 10)]"
1425,"[(1, 11), (2, 5), (2, 9), (5, 8), (9, 11)]"
1426,"[(0, 3), (1, 7), (2, 4), (3, 7), (3, 9), (7, 10)]"
1427,"[(0, 2), (0, 6), (1, 6), (2, 7), (2, 12), (4, 8), (6, 8), (7, 8)]"
1428,"[(1, 7), (1, 9), (4, 7), (6, 10), (7, 10)]"
1429,"[(1, 8), (2, 12), (3, 5), (3, 9), (3, 10), (5, 11), (5, 12)]"
1430,"[(0, 7), (0, 10), (1, 4), (1, 11), (4, 7), (5, 6), (5, 8), (6, 7), (9, 11)]"
1431,"[(1, 4), (1, 5), (3, 4), (4, 12), (5, 8), (5, 9), (8, 10), (10, 12)]"
1432,"[(1, 3), (1, 6), (5, 8), (6, 11), (8, 12), (10, 11)]"
1433,"[(0, 12), (2, 6), (5, 10), (6, 9), (6, 10), (9, 11)]"
1434,"[(0, 2), (0, 10), (1, 11), (2, 9), (3, 8), (3, 11)]"
1435,"[(1, 6), (2, 7), (4, 6), (4, 7), (5, 9), (7, 9), (7, 12)]"
1436,"[(1, 3), (2, 8), (3, 9), (4, 8), (5, 7), (6, 11), (7, 12), (9, 11)]"
1437,"[(0, 10), (3, 10), (7, 10)]"
1438,"[(0, 6), (1, 2), (1, 4), (4, 6), (4, 9), (6, 12), (7, 9), (7, 12), (9, 10)]"
1439,"[(1, 7), (1, 10), (2, 4), (3, 10), (3, 12), (4, 12), (7, 12)]"
1440,"[(3, 6), (3, 12), (5, 8), (7, 8), (8, 12)]"
1441,"[(1, 4), (2, 3), (2, 6), (4, 10), (6, 10), (7, 9), (7, 10)]"
1442,"[(0, 9), (1, 6), (1, 7), (2, 7), (2, 10), (4, 6), (4, 11), (6, 12), (9, 12), (10, 11)]"
1443,"[(0, 1), (1, 8), (1, 10), (2, 12), (3, 7), (3, 9), (4, 6), (4, 10)]"
1444,"[(1, 10), (2, 9), (5, 8), (6, 8), (6, 11), (7, 8), (8, 10)]"
1445,"[(0, 8), (2, 4), (7, 8), (8, 10), (8, 12)]"
1446,"[(0, 11), (0, 12), (4, 8), (4, 12), (6, 10), (7, 11), (8, 10), (9, 11), (9, 12)]"
1447,"[(6, 8), (6, 9), (6, 11), (6, 12)]"
1448,"[(0, 9), (0, 10), (2, 8), (4, 9), (6, 9), (9, 11)]"
1449,"[(0, 4), (1, 12), (2, 4), (4, 11), (4, 12), (6, 7), (6, 10)]"
1450,"[(1, 4), (1, 12), (2, 7), (5, 12), (6, 11), (8, 10), (8, 11)]"
1451,"[(0, 9), (1, 5), (1, 12), (2, 9), (4, 9), (9, 11)]"
1452,"[(0, 4), (0, 10), (1, 7), (3, 8), (3, 10), (4, 11), (8, 11)]"
1453,"[(1, 7), (1, 11), (1, 12), (2, 6), (5, 7), (5, 8), (8, 12)]"
1454,"[(0, 2), (0, 7), (2, 5), (3, 4), (5, 8), (5, 11), (6, 8), (7, 8), (11, 12)]"
1455,"[(2, 6), (4, 5), (5, 8), (6, 12), (7, 8), (8, 9), (11, 12)]"
1456,"[(0, 1), (0, 6), (7, 12), (8, 10), (9, 10), (11, 12)]"
1457,"[(0, 3), (0, 5), (0, 6), (2, 12), (7, 8), (8, 9), (9, 12)]"
1458,"[(0, 8), (1, 10), (3, 6), (4, 7), (5, 9), (7, 11)]"
1459,"[(0, 1), (0, 3), (0, 5), (0, 12), (1, 4), (1, 8), (1, 9), (2, 4), (2, 5), (2, 6), (2, 8), (3, 4), (3, 6), (3, 10), (4, 11), (5, 7), (5, 10), (5, 12), (6, 9), (7, 8), (7, 9), (7, 10), (7, 12), (8, 11), (8, 12), (11, 12)]"
1460,"[(0, 2), (0, 5), (0, 6), (1, 5), (1, 6), (1, 7), (1, 9), (2, 8), (2, 12), (3, 5), (3, 8), (3, 11), (4, 5), (4, 8), (4, 9), (4, 10), (4, 11), (4, 12), (6, 8), (6, 10), (7, 8), (7, 11), (8, 10), (9, 11), (10, 12)]"
1461,"[(0, 3), (0, 4), (0, 7), (1, 2), (1, 6), (1, 11), (1, 12), (2, 3), (2, 5), (2, 10), (3, 5), (3, 9), (3, 11), (4, 6), (4, 11), (5, 8), (5, 11), (6, 8), (7, 10), (8, 9), (9, 11), (9, 12)]"
1462,"[(0, 3), (0, 4), (0, 9), (0, 11), (0, 12), (1, 2), (1, 5), (1, 8), (2, 5), (2, 9), (2, 10), (2, 11), (3, 7), (3, 8), (3, 11), (4, 5), (4, 7), (4, 12), (5, 7), (5, 9), (6, 8), (6, 11), (6, 12)]"
1463,"[(0, 1), (0, 6), (0, 7), (0, 9), (1, 2), (1, 7), (1, 8), (1, 9), (2, 6), (2, 11), (2, 12), (3, 4), (3, 5), (3, 9), (3, 12), (4, 6), (4, 7), (4, 11), (5, 8), (5, 10), (7, 10), (7, 12), (8, 10), (9, 10), (9, 12), (11, 12)]"
1464,"[(0, 3), (0, 6), (0, 8), (0, 9), (1, 2), (1, 4), (1, 7), (1, 8), (2, 3), (2, 4), (2, 7), (2, 9), (2, 10), (3, 6), (3, 10), (4, 6), (4, 9), (4, 12), (5, 7), (5, 8), (5, 10), (5, 12), (6, 11), (7, 11), (9, 11), (9, 12)]"
1465,"[(0, 6), (0, 9), (0, 12), (1, 5), (1, 7), (1, 8), (1, 9), (2, 4), (2, 7), (2, 11), (2, 12), (3, 5), (3, 6), (3, 10), (3, 12), (4, 5), (4, 7), (4, 11), (5, 6), (5, 11), (6, 10), (6, 11), (8, 9), (8, 10), (8, 12), (9, 11), (10, 11)]"
1466,"[(0, 1), (0, 8), (0, 10), (1, 7), (1, 11), (2, 3), (2, 5), (2, 11), (2, 12), (3, 4), (3, 9), (4, 5), (4, 6), (4, 7), (4, 8), (4, 11), (5, 10), (5, 12), (6, 7), (6, 9), (6, 12), (7, 9), (7, 11), (8, 12), (9, 10)]"
1467,"[(0, 3), (0, 7), (0, 11), (1, 4), (1, 5), (1, 9), (1, 12), (2, 3), (2, 6), (2, 8), (2, 9), (2, 12), (3, 9), (4, 6), (4, 8), (4, 10), (5, 7), (5, 11), (6, 10), (6, 11), (7, 8), (8, 9), (9, 10), (9, 11)]"
1468,"[(0, 8), (0, 11), (1, 5), (1, 6), (1, 7), (2, 5), (2, 6), (2, 11), (2, 12), (3, 4), (3, 6), (3, 12), (4, 7), (4, 11), (5, 7), (5, 12), (6, 10), (7, 9), (7, 10), (8, 10), (8, 12), (9, 12)]"
1469,"[(0, 2), (0, 5), (0, 7), (0, 12), (1, 4), (1, 6), (1, 10), (1, 12), (2, 3), (2, 6), (3, 4), (3, 7), (3, 10), (4, 8), (4, 9), (5, 7), (5, 8), (5, 10), (6, 8), (6, 11), (7, 11), (8, 9), (8, 11), (8, 12), (9, 10), (9, 11)]"
1470,"[(0, 4), (0, 11), (0, 12), (1, 3), (1, 6), (2, 7), (3, 7), (3, 8), (3, 9), (3, 12), (4, 9), (5, 8), (5, 10), (6, 11), (10, 12)]"
1471,"[(0, 8), (0, 9), (0, 10), (1, 3), (1, 7), (1, 12), (2, 3), (2, 5), (2, 9), (2, 11), (2, 12), (4, 6), (5, 10), (6, 7), (6, 8), (6, 11), (8, 12)]"
1472,"[(0, 2), (0, 5), (0, 7), (0, 9), (0, 11), (1, 4), (1, 7), (1, 11), (1, 12), (2, 6), (3, 4), (3, 10), (3, 11), (4, 10), (5, 8), (6, 12), (7, 10)]"
1473,"[(0, 1), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (1, 2), (2, 4), (3, 4), (3, 7), (3, 12), (4, 5), (5, 6), (10, 11)]"
1474,"[(0, 5), (0, 8), (1, 10), (1, 11), (2, 4), (2, 9), (2, 10), (3, 4), (4, 6), (4, 7), (4, 8), (4, 11), (5, 12), (7, 9), (7, 12)]"
1475,"[(0, 2), (0, 5), (0, 10), (1, 4), (1, 10), (1, 12), (2, 4), (2, 5), (2, 6), (2, 8), (2, 9), (2, 11), (3, 7), (3, 9), (3, 10), (5, 12)]"
1476,"[(0, 4), (0, 6), (0, 8), (1, 5), (1, 7), (1, 10), (2, 3), (2, 6), (2, 10), (3, 8), (3, 9), (3, 10), (4, 5), (4, 6), (5, 7), (6, 7), (6, 12), (7, 9), (8, 9), (8, 11), (9, 10), (9, 11), (11, 12)]"
1477,"[(0, 3), (0, 9), (1, 4), (1, 5), (2, 5), (2, 9), (3, 4), (3, 8), (3, 10), (3, 11), (3, 12), (5, 6), (5, 10), (6, 9), (7, 8)]"
1478,"[(0, 2), (0, 9), (1, 10), (2, 4), (2, 8), (3, 4), (3, 5), (3, 6), (3, 7), (3, 10), (4, 6), (5, 8), (5, 9), (6, 11), (8, 10), (8, 11), (9, 12)]"
1479,"[(0, 9), (0, 11), (1, 11), (2, 5), (2, 11), (3, 4), (3, 7), (4, 11), (5, 10), (6, 7), (6, 8), (6, 9), (7, 10), (8, 11), (11, 12)]"
1480,"[(0, 1), (0, 5), (0, 8), (0, 9), (1, 3), (1, 7), (2, 6), (2, 8), (3, 4), (3, 6), (4, 8), (4, 11), (5, 7), (5, 9), (6, 7), (6, 12), (7, 10), (8, 10), (8, 11), (9, 10), (9, 11), (9, 12)]"
1481,"[(0, 8), (0, 9), (1, 7), (1, 11), (2, 4), (2, 6), (2, 9), (3, 4), (4, 5), (4, 12), (5, 7), (6, 8), (7, 9), (7, 10), (7, 12), (8, 10), (8, 11), (8, 12)]"
1482,"[(0, 10), (1, 10), (1, 12), (2, 8), (3, 12), (4, 8), (4, 10), (5, 9), (5, 12), (6, 7), (6, 8), (7, 10), (8, 12), (9, 11), (10, 11)]"
1483,"[(0, 2), (0, 4), (0, 12), (1, 2), (1, 10), (1, 11), (1, 12), (2, 7), (3, 6), (3, 9), (4, 5), (4, 6), (4, 12), (5, 8), (5, 10), (5, 11), (6, 10), (7, 11), (8, 9), (8, 11), (9, 10), (10, 12)]"
1484,"[(0, 2), (0, 4), (0, 11), (1, 6), (1, 12), (2, 5), (2, 6), (3, 10), (3, 12), (4, 8), (4, 10), (5, 12), (6, 10), (7, 9), (7, 10), (8, 9), (9, 12), (11, 12)]"
1485,"[(0, 1), (0, 4), (0, 5), (0, 7), (0, 9), (0, 12), (2, 11), (3, 6), (4, 8), (5, 6), (6, 8), (8, 10), (9, 10), (11, 12)]"
1486,"[(0, 6), (0, 7), (1, 4), (1, 10), (1, 12), (2, 3), (2, 11), (3, 5), (3, 8), (3, 10), (4, 6), (5, 7), (5, 9), (6, 12), (8, 12), (9, 10), (9, 11), (9, 12)]"
1487,"[(0, 6), (0, 7), (0, 12), (1, 4), (1, 11), (2, 5), (2, 11), (3, 6), (3, 11), (4, 10), (5, 10), (6, 8), (8, 10), (9, 10), (10, 12)]"
1488,"[(0, 9), (0, 10), (1, 2), (1, 5), (1, 7), (3, 9), (3, 12), (4, 7), (4, 12), (6, 9), (7, 8), (7, 10), (7, 11), (8, 9), (10, 11), (11, 12)]"
1489,"[(0, 2), (0, 4), (0, 6), (0, 8), (1, 6), (1, 9), (1, 10), (1, 12), (2, 6), (2, 7), (2, 12), (3, 7), (4, 11), (5, 7), (7, 8), (7, 10), (7, 11), (8, 9), (9, 12)]"
1490,"[(0, 2), (0, 4), (0, 9), (0, 11), (1, 4), (1, 7), (1, 8), (1, 9), (1, 10), (2, 3), (2, 11), (2, 12), (3, 5), (3, 12), (4, 6), (4, 10), (5, 6), (5, 8), (6, 8), (6, 11), (7, 9), (7, 11), (8, 10), (10, 12), (11, 12)]"
1491,"[(0, 8), (0, 12), (1, 2), (1, 9), (1, 11), (2, 3), (2, 6), (3, 5), (3, 12), (4, 5), (4, 7), (4, 8), (5, 8), (5, 9), (5, 10), (5, 11), (6, 8), (6, 10), (7, 12), (9, 12), (10, 11), (10, 12)]"
1492,"[(0, 7), (0, 10), (0, 12), (1, 3), (1, 4), (1, 8), (1, 9), (1, 10), (2, 5), (2, 6), (2, 7), (3, 7), (3, 11), (5, 9), (6, 8), (7, 12), (11, 12)]"
1493,"[(0, 11), (1, 4), (1, 5), (2, 5), (2, 6), (3, 5), (3, 11), (4, 6), (5, 8), (6, 7), (7, 11), (8, 9), (8, 12), (9, 11), (10, 11)]"
1494,"[(0, 4), (1, 4), (1, 7), (2, 4), (2, 9), (3, 4), (3, 12), (5, 8), (5, 10), (6, 7), (6, 9), (7, 8), (7, 11), (9, 10), (9, 11), (9, 12)]"
1495,"[(0, 1), (0, 11), (1, 3), (1, 6), (2, 10), (2, 11), (3, 5), (3, 6), (3, 9), (3, 12), (4, 12), (5, 9), (5, 10), (6, 7), (6, 8), (6, 10), (7, 11), (8, 9), (8, 10), (9, 11), (11, 12)]"
1496,"[(0, 5), (0, 8), (1, 6), (1, 9), (2, 5), (2, 7), (2, 10), (3, 9), (4, 8), (4, 9), (5, 10), (6, 12), (7, 8), (8, 11), (9, 10)]"
1497,"[(0, 8), (1, 2), (1, 4), (1, 5), (1, 8), (2, 4), (2, 10), (3, 4), (3, 7), (3, 12), (4, 8), (5, 9), (5, 11), (6, 7), (6, 8), (7, 10), (7, 11), (9, 10), (9, 12)]"
1498,"[(0, 8), (0, 10), (0, 11), (1, 4), (1, 10), (2, 3), (2, 5), (2, 6), (2, 7), (3, 4), (5, 9), (5, 11), (6, 9), (6, 10), (7, 8), (7, 11), (8, 10), (8, 12)]"
1499,"[(0, 1), (0, 7), (0, 11), (0, 12), (1, 2), (1, 3), (1, 11), (2, 7), (2, 8), (2, 10), (3, 7), (3, 9), (4, 8), (4, 9), (5, 10), (5, 11), (5, 12), (6, 7), (6, 12), (8, 10), (10, 11)]"
1500,"[(0, 2), (0, 12), (1, 12), (2, 4), (3, 5), (3, 12), (5, 7), (5, 8), (6, 9), (6, 12), (7, 10), (8, 11), (9, 11), (10, 12)]"
1501,"[(0, 7), (0, 12), (1, 3), (1, 8), (2, 6), (2, 12), (3, 4), (3, 5), (3, 6), (3, 9), (5, 7), (7, 11), (8, 11), (9, 10)]"
1502,"[(0, 3), (0, 5), (0, 8), (0, 9), (1, 2), (1, 4), (1, 6), (1, 11), (2, 7), (2, 8), (2, 11), (3, 11), (3, 12), (4, 5), (4, 6), (4, 8), (4, 10), (5, 8), (5, 10), (6, 7), (6, 12), (7, 9), (7, 12), (9, 10), (10, 11), (10, 12)]"
1503,"[(0, 9), (1, 6), (1, 8), (1, 9), (1, 11), (2, 3), (2, 8), (2, 9), (2, 10), (2, 11), (3, 7), (4, 8), (5, 11), (5, 12), (6, 7), (6, 8), (10, 12)]"
1504,"[(0, 2), (0, 3), (0, 4), (0, 7), (1, 6), (1, 9), (1, 12), (2, 5), (2, 7), (2, 11), (3, 6), (4, 8), (4, 9), (5, 9), (5, 10), (5, 12), (6, 10), (7, 9), (7, 12), (8, 10), (8, 11), (9, 11)]"
1505,"[(0, 5), (1, 8), (2, 5), (2, 10), (3, 4), (3, 5), (5, 6), (5, 9), (5, 11), (5, 12), (6, 10), (7, 8), (7, 10), (8, 9)]"
1506,"[(0, 3), (0, 7), (0, 10), (0, 12), (1, 5), (2, 4), (2, 6), (2, 9), (3, 5), (4, 11), (4, 12), (5, 8), (5, 11), (6, 7), (6, 8), (6, 9), (9, 11)]"
1507,"[(0, 4), (0, 7), (0, 8), (1, 5), (1, 7), (2, 5), (2, 6), (2, 9), (2, 11), (2, 12), (3, 4), (3, 6), (5, 12), (7, 9), (7, 10), (8, 10), (8, 11), (10, 12)]"
1508,"[(0, 3), (0, 5), (1, 11), (2, 3), (2, 6), (2, 7), (2, 10), (3, 4), (4, 12), (5, 7), (5, 11), (5, 12), (6, 8), (8, 12), (9, 11)]"
1509,"[(0, 2), (0, 5), (1, 11), (1, 12), (2, 7), (3, 10), (4, 5), (5, 6), (5, 8), (5, 10), (6, 11), (7, 11), (8, 10), (8, 11), (9, 11)]"
1510,"[(0, 8), (0, 10), (0, 12), (1, 4), (1, 5), (1, 8), (2, 3), (2, 11), (3, 4), (5, 9), (6, 7), (6, 10), (7, 11), (8, 12), (9, 11), (11, 12)]"
1511,"[(0, 2), (0, 8), (0, 11), (1, 6), (1, 8), (2, 3), (3, 4), (3, 5), (3, 7), (3, 12), (4, 8), (4, 10), (5, 10), (6, 7), (9, 12), (10, 11)]"
1512,"[(0, 4), (0, 6), (0, 9), (0, 10), (0, 11), (1, 5), (1, 6), (1, 7), (1, 11), (2, 5), (2, 8), (2, 10), (3, 5), (3, 9), (3, 12), (5, 8), (6, 8), (6, 12), (7, 10)]"
1513,"[(0, 9), (0, 12), (1, 4), (1, 6), (2, 6), (2, 12), (3, 6), (4, 8), (4, 12), (5, 8), (5, 10), (6, 7), (6, 10), (6, 11), (7, 9), (8, 11)]"
1514,"[(0, 4), (0, 6), (0, 9), (1, 10), (1, 12), (2, 3), (2, 4), (2, 12), (3, 4), (3, 10), (3, 11), (4, 7), (4, 9), (5, 9), (5, 10), (6, 12), (7, 11), (7, 12), (8, 11)]"
1515,"[(0, 2), (0, 7), (0, 11), (1, 7), (1, 10), (3, 4), (4, 5), (4, 6), (4, 8), (5, 11), (6, 7), (7, 12), (8, 9), (9, 10), (9, 12), (10, 11)]"
1516,"[(0, 5), (0, 8), (1, 3), (1, 6), (1, 12), (2, 6), (2, 9), (2, 10), (3, 4), (3, 5), (3, 6), (3, 9), (4, 6), (4, 7), (5, 6), (7, 11), (8, 11), (8, 12)]"
1517,"[(0, 2), (0, 4), (0, 7), (0, 12), (1, 6), (1, 7), (1, 10), (2, 4), (2, 10), (3, 4), (3, 6), (3, 10), (4, 8), (5, 6), (6, 8), (6, 9), (6, 11), (7, 12), (8, 12), (10, 12)]"
1518,"[(0, 4), (0, 6), (1, 9), (2, 3), (2, 7), (2, 12), (3, 5), (4, 9), (5, 6), (5, 9), (7, 11), (8, 9), (9, 10), (9, 11), (9, 12)]"
1519,"[(0, 3), (1, 6), (1, 12), (2, 7), (2, 9), (3, 8), (4, 10), (4, 12), (5, 6), (6, 11), (7, 8), (8, 10), (8, 11)]"
1520,"[(0, 4), (0, 7), (1, 7), (1, 12), (2, 5), (2, 8), (3, 7), (4, 6), (4, 9), (5, 6), (5, 12), (6, 11), (7, 8), (7, 10), (7, 11), (9, 10)]"
1521,"[(0, 2), (0, 4), (0, 7), (1, 3), (1, 4), (1, 5), (1, 8), (1, 10), (1, 12), (2, 7), (2, 8), (2, 9), (3, 7), (6, 7), (6, 11), (6, 12)]"
1522,"[(0, 4), (0, 9), (1, 7), (1, 9), (1, 11), (2, 9), (3, 11), (3, 12), (5, 9), (6, 7), (6, 10), (8, 9), (9, 10), (9, 12)]"
1523,"[(0, 4), (0, 7), (1, 4), (2, 10), (3, 10), (3, 11), (4, 6), (4, 11), (4, 12), (5, 9), (6, 10), (8, 9), (9, 10), (9, 12)]"
1524,"[(0, 4), (1, 6), (1, 11), (2, 4), (2, 10), (2, 11), (3, 9), (4, 7), (4, 9), (5, 7), (5, 10), (5, 11), (6, 10), (6, 12), (8, 9), (8, 10), (8, 11)]"
1525,"[(0, 9), (0, 10), (1, 4), (2, 6), (3, 6), (4, 5), (4, 7), (4, 12), (5, 6), (6, 8), (6, 9), (6, 11), (7, 9), (7, 10), (10, 12)]"
1526,"[(0, 4), (1, 8), (1, 9), (2, 3), (2, 12), (3, 6), (3, 9), (4, 5), (4, 6), (4, 7), (4, 8), (4, 10), (5, 12), (7, 11), (11, 12)]"
1527,"[(0, 2), (0, 5), (0, 6), (1, 2), (1, 4), (2, 6), (3, 7), (3, 12), (4, 6), (4, 9), (4, 12), (5, 7), (6, 12), (7, 8), (8, 10), (9, 10), (9, 11), (11, 12)]"
1528,"[(0, 2), (0, 10), (1, 4), (1, 6), (1, 11), (2, 7), (3, 7), (4, 9), (4, 10), (4, 12), (5, 6), (5, 7), (5, 10), (6, 9), (6, 11), (6, 12), (7, 8), (7, 9), (7, 11), (10, 12)]"
1529,"[(0, 3), (0, 4), (0, 7), (0, 11), (1, 3), (1, 6), (1, 7), (1, 12), (2, 3), (2, 10), (3, 6), (4, 5), (4, 10), (5, 6), (5, 9), (5, 12), (7, 12), (8, 12), (9, 11)]"
1530,"[(0, 1), (0, 2), (0, 7), (0, 8), (0, 10), (1, 9), (2, 4), (3, 6), (3, 10), (4, 9), (4, 11), (4, 12), (5, 7), (5, 12), (6, 8), (6, 9), (7, 10), (9, 11), (10, 11)]"
1531,"[(0, 7), (1, 7), (1, 12), (2, 4), (2, 6), (3, 7), (4, 9), (4, 12), (5, 7), (6, 7), (7, 8), (7, 11), (8, 9), (10, 11)]"
1532,"[(0, 10), (1, 7), (1, 12), (2, 3), (2, 6), (3, 4), (3, 7), (4, 7), (4, 10), (5, 6), (5, 7), (5, 8), (6, 9), (6, 10), (6, 12), (9, 11)]"
1533,"[(0, 2), (0, 3), (0, 4), (0, 10), (0, 11), (1, 2), (1, 11), (1, 12), (2, 4), (3, 4), (3, 5), (3, 6), (4, 7), (4, 9), (5, 9), (6, 7), (6, 10), (6, 12), (7, 11), (8, 10), (9, 11), (10, 11)]"
1534,"[(0, 6), (0, 9), (1, 3), (1, 4), (1, 8), (1, 12), (2, 3), (4, 6), (5, 7), (5, 8), (5, 9), (5, 10), (5, 11), (6, 7)]"
1535,"[(0, 2), (0, 7), (0, 12), (1, 3), (1, 6), (1, 9), (2, 4), (2, 12), (3, 9), (3, 12), (4, 9), (5, 9), (6, 11), (7, 10), (7, 11), (8, 9), (8, 10), (8, 12), (9, 10), (9, 11)]"
1536,"[(0, 2), (0, 6), (1, 6), (2, 12), (3, 6), (3, 10), (4, 8), (4, 10), (5, 7), (6, 7), (6, 9), (6, 11), (7, 12), (8, 9)]"
